Target,Predictor,Importance,Importance_Type,Importance_Rank
increment_RZSM_DA_NoCDF,SMC_L2_OPL,0.010092494429413934,Permutation,12.0
increment_RZSM_DA_NoCDF,SMC_L3_OPL,0.01728292537869236,Permutation,7.0
increment_RZSM_DA_NoCDF,SMC_L4_OPL,0.022675179711293514,Permutation,5.0
increment_RZSM_DA_NoCDF,month,0.01567469246332396,Permutation,9.0
increment_RZSM_DA_NoCDF,season,0.015439191076550429,Permutation,10.0
increment_RZSM_DA_CDF,precipitation_model,0.03888441826038123,Permutation,2.0
increment_RZSM_DA_CDF,SSM_OPL,0.00514309794236163,Permutation,6.0
increment_RZSM_DA_CDF,RZSM_OPL,-0.0022526408108138217,Permutation,11.0
increment_RZSM_DA_CDF,Evap_tavg_OPL,0.011693809125168686,Permutation,4.0
increment_RZSM_DA_CDF,Qs_tavg_OPL,-0.0006660295649551396,Permutation,9.0
increment_RZSM_DA_CDF,Qsb_tavg_OPL,0.017431201379114268,Permutation,3.0
increment_RZSM_DA_CDF,SMC_L1_OPL,0.00961859686968367,Permutation,5.0
increment_RZSM_DA_CDF,SMC_L2_OPL,-0.001713171432898486,Permutation,10.0
increment_RZSM_DA_CDF,SMC_L3_OPL,-0.0024974171287378334,Permutation,12.0
increment_RZSM_DA_CDF,SMC_L4_OPL,0.04319704668159334,Permutation,1.0
increment_RZSM_DA_CDF,month,-0.0005160637543079938,Permutation,8.0
increment_RZSM_DA_CDF,season,0.003155283822791244,Permutation,7.0
delta_increment_NoCDF_minus_CDF_RZSM,precipitation_model,0.0062696642173514,Permutation,9.0
delta_increment_NoCDF_minus_CDF_RZSM,SSM_OPL,0.008830709166511852,Permutation,5.0
delta_increment_NoCDF_minus_CDF_RZSM,RZSM_OPL,0.008244373476783218,Permutation,7.0
delta_increment_NoCDF_minus_CDF_RZSM,Evap_tavg_OPL,-0.00018763088510416194,Permutation,12.0
delta_increment_NoCDF_minus_CDF_RZSM,Qs_tavg_OPL,0.006827564897240479,Permutation,8.0
delta_increment_NoCDF_minus_CDF_RZSM,Qsb_tavg_OPL,0.023178599463076745,Permutation,1.0
delta_increment_NoCDF_minus_CDF_RZSM,SMC_L1_OPL,0.008615179849886734,Permutation,6.0
delta_increment_NoCDF_minus_CDF_RZSM,SMC_L2_OPL,0.0029086578290817844,Permutation,11.0
delta_increment_NoCDF_minus_CDF_RZSM,SMC_L3_OPL,0.01560193916754209,Permutation,2.0
delta_increment_NoCDF_minus_CDF_RZSM,SMC_L4_OPL,0.011952780046034572,Permutation,3.0
delta_increment_NoCDF_minus_CDF_RZSM,month,0.011661625792572461,Permutation,4.0
delta_increment_NoCDF_minus_CDF_RZSM,season,0.005723872595679902,Permutation,10.0
delta_NoCDF_minus_CDF_SSM,precipitation_model,0.004804233502635058,Permutation,9.0
delta_NoCDF_minus_CDF_SSM,SSM_OPL,0.03327433397673403,Permutation,3.0
delta_NoCDF_minus_CDF_SSM,RZSM_OPL,0.011465023758577475,Permutation,7.0
delta_NoCDF_minus_CDF_SSM,Evap_tavg_OPL,0.004676405111991189,Permutation,10.0
delta_NoCDF_minus_CDF_SSM,Qs_tavg_OPL,0.012608596302583064,Permutation,6.0
delta_NoCDF_minus_CDF_SSM,Qsb_tavg_OPL,0.04044575594827282,Permutation,1.0
delta_NoCDF_minus_CDF_SSM,SMC_L1_OPL,0.03439850801570075,Permutation,2.0
delta_NoCDF_minus_CDF_SSM,SMC_L2_OPL,-0.004269941787559128,Permutation,12.0
delta_NoCDF_minus_CDF_SSM,SMC_L3_OPL,0.02063569004656829,Permutation,5.0
delta_NoCDF_minus_CDF_SSM,SMC_L4_OPL,0.02136203043489977,Permutation,4.0
delta_NoCDF_minus_CDF_SSM,month,0.01131738043885322,Permutation,8.0
delta_NoCDF_minus_CDF_SSM,season,-0.001646955858926158,Permutation,11.0
delta_DA_NoCDF_minus_OPL_RZSM,precipitation_model,0.0059427428252683875,Permutation,10.0
delta_DA_NoCDF_minus_OPL_RZSM,SSM_OPL,0.006466272993376409,Permutation,8.0
delta_DA_NoCDF_minus_OPL_RZSM,RZSM_OPL,0.07696168717199806,Permutation,2.0
delta_DA_NoCDF_minus_OPL_RZSM,Evap_tavg_OPL,0.0071779853397213374,Permutation,7.0
delta_DA_NoCDF_minus_OPL_RZSM,Qs_tavg_OPL,0.0060879000574343145,Permutation,9.0
delta_DA_NoCDF_minus_OPL_RZSM,Qsb_tavg_OPL,0.046087192952330144,Permutation,3.0
delta_DA_NoCDF_minus_OPL_RZSM,SMC_L1_OPL,0.002667093441071633,Permutation,11.0
delta_DA_NoCDF_minus_OPL_RZSM,SMC_L2_OPL,0.04207932614470775,Permutation,4.0
delta_DA_NoCDF_minus_OPL_RZSM,SMC_L3_OPL,0.08519053989377852,Permutation,1.0
delta_DA_NoCDF_minus_OPL_RZSM,SMC_L4_OPL,0.0342606604095385,Permutation,5.0
delta_DA_NoCDF_minus_OPL_RZSM,month,0.0009321465780966154,Permutation,12.0
delta_DA_NoCDF_minus_OPL_RZSM,season,0.011144261746508155,Permutation,6.0
delta_DA_CDF_minus_OPL_RZSM,precipitation_model,-0.015174996617522352,Permutation,10.0
delta_DA_CDF_minus_OPL_RZSM,SSM_OPL,-0.013673492733230286,Permutation,9.0
delta_DA_CDF_minus_OPL_RZSM,RZSM_OPL,0.005861712333558544,Permutation,4.0
delta_DA_CDF_minus_OPL_RZSM,Evap_tavg_OPL,0.00025858536677254574,Permutation,5.0
delta_DA_CDF_minus_OPL_RZSM,Qs_tavg_OPL,-0.015797821265439493,Permutation,11.0
delta_DA_CDF_minus_OPL_RZSM,Qsb_tavg_OPL,0.014264093200920902,Permutation,3.0
delta_DA_CDF_minus_OPL_RZSM,SMC_L1_OPL,-0.017810419942537226,Permutation,12.0
delta_DA_CDF_minus_OPL_RZSM,SMC_L2_OPL,0.03555080680039091,Permutation,1.0
delta_DA_CDF_minus_OPL_RZSM,SMC_L3_OPL,-0.007608538369197726,Permutation,6.0
delta_DA_CDF_minus_OPL_RZSM,SMC_L4_OPL,0.03442887218155013,Permutation,2.0
delta_DA_CDF_minus_OPL_RZSM,month,-0.009341514460358491,Permutation,7.0
delta_DA_CDF_minus_OPL_RZSM,season,-0.011610663094523455,Permutation,8.0
delta_DA_NoCDF_minus_OPL_ET,precipitation_model,0.0074620893301376775,Permutation,11.0
delta_DA_NoCDF_minus_OPL_ET,SSM_OPL,0.029141523005129087,Permutation,6.0
delta_DA_NoCDF_minus_OPL_ET,RZSM_OPL,0.023461002623702674,Permutation,8.0
delta_DA_NoCDF_minus_OPL_ET,Evap_tavg_OPL,0.21703940358548643,Permutation,1.0
delta_DA_NoCDF_minus_OPL_ET,Qs_tavg_OPL,0.022778228140359347,Permutation,9.0
delta_DA_NoCDF_minus_OPL_ET,Qsb_tavg_OPL,0.07905216807387092,Permutation,2.0
delta_DA_NoCDF_minus_OPL_ET,SMC_L1_OPL,0.02505903915229335,Permutation,7.0
delta_DA_NoCDF_minus_OPL_ET,SMC_L2_OPL,0.003146904284069452,Permutation,12.0
delta_DA_NoCDF_minus_OPL_ET,SMC_L3_OPL,0.036685458518709926,Permutation,5.0
delta_DA_NoCDF_minus_OPL_ET,SMC_L4_OPL,0.0784924426029517,Permutation,3.0
delta_DA_NoCDF_minus_OPL_ET,month,0.01653923754180999,Permutation,10.0
delta_DA_NoCDF_minus_OPL_ET,season,0.04028532179416182,Permutation,4.0
delta_DA_CDF_minus_OPL_ET,precipitation_model,-0.0031538021807407056,Permutation,11.0
delta_DA_CDF_minus_OPL_ET,SSM_OPL,0.01031828045160239,Permutation,6.0
delta_DA_CDF_minus_OPL_ET,RZSM_OPL,-0.0014205743527713644,Permutation,10.0
delta_DA_CDF_minus_OPL_ET,Evap_tavg_OPL,0.24122181714776386,Permutation,2.0
delta_DA_CDF_minus_OPL_ET,Qs_tavg_OPL,-0.013269624171749372,Permutation,12.0
delta_DA_CDF_minus_OPL_ET,Qsb_tavg_OPL,0.006543903380307148,Permutation,7.0
delta_DA_CDF_minus_OPL_ET,SMC_L1_OPL,0.013282042318857235,Permutation,5.0
delta_DA_CDF_minus_OPL_ET,SMC_L2_OPL,0.005170298762233716,Permutation,8.0
delta_DA_CDF_minus_OPL_ET,SMC_L3_OPL,0.0016866136642295527,Permutation,9.0
delta_DA_CDF_minus_OPL_ET,SMC_L4_OPL,0.26804963699155804,Permutation,1.0
delta_DA_CDF_minus_OPL_ET,month,0.013508559856581327,Permutation,4.0
delta_DA_CDF_minus_OPL_ET,season,0.020654964308980662,Permutation,3.0
delta_DA_NoCDF_minus_OPL_runoff,precipitation_model,0.14614796187887938,Permutation,1.0
delta_DA_NoCDF_minus_OPL_runoff,SSM_OPL,-0.006046025556457768,Permutation,11.0
delta_DA_NoCDF_minus_OPL_runoff,RZSM_OPL,0.006257313793703268,Permutation,9.0
delta_DA_NoCDF_minus_OPL_runoff,Evap_tavg_OPL,0.10566544518661788,Permutation,2.0
delta_DA_NoCDF_minus_OPL_runoff,Qs_tavg_OPL,0.06125277986585329,Permutation,3.0
delta_DA_NoCDF_minus_OPL_runoff,Qsb_tavg_OPL,0.03806276233429447,Permutation,5.0
delta_DA_NoCDF_minus_OPL_runoff,SMC_L1_OPL,-0.007669229524706301,Permutation,12.0
delta_DA_NoCDF_minus_OPL_runoff,SMC_L2_OPL,0.0021006409508806277,Permutation,10.0
delta_DA_NoCDF_minus_OPL_runoff,SMC_L3_OPL,0.023641987503987782,Permutation,8.0
delta_DA_NoCDF_minus_OPL_runoff,SMC_L4_OPL,0.05738333116636971,Permutation,4.0
delta_DA_NoCDF_minus_OPL_runoff,month,0.028762821966339235,Permutation,7.0
delta_DA_NoCDF_minus_OPL_runoff,season,0.028838284765240817,Permutation,6.0
delta_DA_NoCDF_minus_OPL_baseflow,precipitation_model,0.009333483558832368,Permutation,6.0
delta_DA_NoCDF_minus_OPL_baseflow,SSM_OPL,-0.005559013530199141,Permutation,12.0
delta_DA_NoCDF_minus_OPL_baseflow,RZSM_OPL,-0.0008223013824751435,Permutation,9.0
delta_DA_NoCDF_minus_OPL_baseflow,Evap_tavg_OPL,0.07330241028224116,Permutation,1.0
delta_DA_NoCDF_minus_OPL_baseflow,Qs_tavg_OPL,-0.0009093270148148091,Permutation,10.0
delta_DA_NoCDF_minus_OPL_baseflow,Qsb_tavg_OPL,0.044726261372110686,Permutation,2.0
delta_DA_NoCDF_minus_OPL_baseflow,SMC_L1_OPL,-0.004548415530148087,Permutation,11.0
delta_DA_NoCDF_minus_OPL_baseflow,SMC_L2_OPL,0.0038450842089203354,Permutation,8.0
delta_DA_NoCDF_minus_OPL_baseflow,SMC_L3_OPL,0.006150426008740206,Permutation,7.0
delta_DA_NoCDF_minus_OPL_baseflow,SMC_L4_OPL,0.020880442240819818,Permutation,4.0
delta_DA_NoCDF_minus_OPL_baseflow,month,0.013308075705677335,Permutation,5.0
delta_DA_NoCDF_minus_OPL_baseflow,season,0.02497213302810093,Permutation,3.0
